label,key,description,condition,category,technique,track_type,organism,strain,first_author,pubmed_id
Ni_WT_untreated_rep1_density,Ni et al  WT control (rep 1) density,"Read density, WT control",wild type untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Ni,37891489
,,,,,,,,,,
Kumar_snf2_macrophage_10h_rep1_alignments,Kumar et al DGE for snf2 10 h macrophage (rep 1) alignments,"Aligned strand-specific paired-end reads, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_10h_rep1_coverage,Kumar et al DGE for snf2 10 h macrophage (rep 1) coverage,"Read coverage, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_10h_rep1_density,Kumar et al DGE for snf2 10 h macrophage (rep 1) density,"Read density, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_10h_rep2_alignments,Kumar et al WT macrophage 10 h (rep 2) alignments,"Aligned strand-specific paired-end reads, wild type with 10 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_10h_rep2_coverage,Kumar et al WT macrophage 10 h (rep 2) coverage,"Read coverage, wild type with 10 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_10h_rep2_density,Kumar et al WT macrophage 10 h (rep 2) density,"Read density, wild type with 10 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_10h_rep2_alignments,Kumar et al DGE for snf2 10 h macrophage (rep 2) alignments,"Aligned strand-specific paired-end reads, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_10h_rep2_coverage,Kumar et al DGE for snf2 10 h macrophage (rep 2) coverage,"Read coverage, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_10h_rep2_density,Kumar et al DGE for snf2 10 h macrophage (rep 2) density,"Read density, snf2 mutant with 10 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep1_alignments,Kumar et al DGE for snf2 10 h RPMI (rep 1) alignments,"Aligned strand-specific paired-end reads, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep1_coverage,Kumar et al DGE for snf2 10 h RPMI  (rep 1) coverage,"Read coverage, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep1_density,Kumar et al DGE for snf2 10 h RPMI  (rep 1) density,"Read density, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep2_alignments,Kumar et al DGE for snf2 2 h macrophage (rep 2) alignments,"Aligned strand-specific paired-end reads, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep2_coverage,Kumar et al DGE for snf2 2 h macrophage (rep 2) coverage,"Read coverage, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep2_density,Kumar et al DGE for snf2 2 h macrophage (rep 2) density,"Read density, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep2_alignments,Kumar et al DGE for WT 2 h macrophage (rep 2) alignments,"Aligned strand-specific paired-end reads, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep2_coverage,Kumar et al DGE for WT 2 h macrophage (rep 2) coverage,"Read coverage, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep2_density,Kumar et al DGE for WT 2 h macrophage (rep 2) density,"Read density, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep1_alignments,Kumar et al DGE for snf2 2 h macrophage (rep 1) alignments,"Aligned strand-specific paired-end reads, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep1_coverage,Kumar et al DGE for snf2 2 h macrophage (rep 1) coverage,"Read coverage, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_macrophage_2h_rep1_density,Kumar et al DGE for snf2 2 h macrophage (rep 1) density,"Read density, snf2 mutant with 2 h macrophage trtmt",mutant with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep1_alignments,Kumar et al DGE for WT 2 h macrophage (rep 1) alignments,"Aligned strand-specific paired-end reads, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep1_coverage,Kumar et al DGE for WT 2 h macrophage (rep 1) coverage,"Read coverage, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_macrophage_2h_rep1_density,Kumar et al DGE for WT 2 h macrophage (rep 1) density,"Read density, wild type with 2 h macrophage trtmt",wild type with macrophages,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep1_alignments,Kumar et al DGE for snf2 2 h RPMI (rep 1) alignments,"Aligned strand-specific paired-end reads, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep1_coverage,Kumar et al DGE for snf2 2 h RPMI  (rep 1) coverage,"Read coverage, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep1_density,Kumar et al DGE for snf2 2 h RPMI  (rep 1) density,"Read density, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep2_alignments,Kumar et al WT control 2 h (rep 2) alignments,"Aligned strand-specific paired-end reads, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep2_coverage,Kumar et al WT control 2 h (rep 2) coverage,"Read coverage, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep2_density,Kumar et al WT control 2 h (rep 2) density,"Read density, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep2_alignments,Kumar et al DGE for snf2 2 h RPMI (rep 2) alignments,"Aligned strand-specific paired-end reads, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep2_coverage,Kumar et al DGE for snf2 2 h RPMI  (rep 2) coverage,"Read coverage, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_2h_rep2_density,Kumar et al DGE for snf2 2 h RPMI  (rep 2) density,"Read density, snf2 mutant 2 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep1_alignments,Kumar et al WT control 2 h (rep 1) alignments,"Aligned strand-specific paired-end reads, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep1_coverage,Kumar et al WT control 2 h (rep 1) coverage,"Read coverage, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_WT_RPMI_2h_rep1_density,Kumar et al WT control 2 h (rep 1) density,"Read density, WT control 2 h",wild type untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep2_alignments,Kumar et al DGE for snf2 10 h RPMI (rep 2) alignments,"Aligned strand-specific paired-end reads, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Aligned reads,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep2_coverage,Kumar et al DGE for snf2 10 h RPMI  (rep 2) coverage,"Read coverage, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Coverage plot,Candida glabrata,CBS138,Kumar,38632999
Kumar_snf2_RPMI_10h_rep2_density,Kumar et al DGE for snf2 10 h RPMI  (rep 2) density,"Read density, snf2 mutant 10 h growth untreated",mutant untreated,Gene Expression,RNA-Seq,Density plot,Candida glabrata,CBS138,Kumar,38632999
